source_unit_id,document_order,path,block_kind,byte_start,byte_end,line_start,line_end,global_line_start,global_line_end,unit_sha256,review_status,review_epoch,review_disposition,source_status,uncertainty,secondary_roles,candidate_ids,route_ids,evidence_statement,review_stage,reviewer
U000027,1,FRONT-MATTER/00-Publication-and-Contents.md,paragraph,4991,5144,63,64,63,64,71683dfeda1a1d198ef54b41253e3bb8e86a62ef4d630770a7877ae5d5d4d213,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this publication/contents unit is bibliographic, legal, or navigational and supplies no anchored construction mechanics.",4,bookends-reader-e1
U000028,1,FRONT-MATTER/00-Publication-and-Contents.md,paragraph,5144,5404,65,66,65,66,927b7c903a71cfe35a859124a29a0fc8bf759663d8e708f475d0168930dfa0d7,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this publication/contents unit is bibliographic, legal, or navigational and supplies no anchored construction mechanics.",4,bookends-reader-e1
U000029,1,FRONT-MATTER/00-Publication-and-Contents.md,paragraph,5404,5543,67,68,67,68,30ab7a2277a22ca2f846d938fbf38a1db2c1ec5d5695977b767f9f4ffb04a851,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this publication/contents unit is bibliographic, legal, or navigational and supplies no anchored construction mechanics.",4,bookends-reader-e1
U000030,1,FRONT-MATTER/00-Publication-and-Contents.md,paragraph,5543,5615,69,70,69,70,cdfc0e7b7e5cdb1d740e47dd6194bf5f43e5f0735e438828d1bfce94f36aba68,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this publication/contents unit is bibliographic, legal, or navigational and supplies no anchored construction mechanics.",4,bookends-reader-e1
U000031,1,FRONT-MATTER/00-Publication-and-Contents.md,heading,5615,5656,71,72,71,72,ceb0279ac7b0872ec492f4fa30ee2a381dbf73dcd20f9f44842d39a1d502d309,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this publication/contents unit is bibliographic, legal, or navigational and supplies no anchored construction mechanics.",4,bookends-reader-e1
U000032,1,FRONT-MATTER/00-Publication-and-Contents.md,heading,5656,5669,73,74,73,74,41cfd09581d6dfcfc97535c4e87af85e22c246dac9be6894045043412e853d41,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this publication/contents unit is bibliographic, legal, or navigational and supplies no anchored construction mechanics.",4,bookends-reader-e1
U000033,1,FRONT-MATTER/00-Publication-and-Contents.md,paragraph,5669,6828,75,94,75,94,b12e196aa3b6cff29fcd3ef776a44bbf1b81293a8c523e78163e1a37eda6f5ee,REVIEWED,1,REPRESENTATION_OR_OBSERVER,CLEAR,,"[""REPRESENTATION"",""CONTROL_OR_COMPARISON""]",[],[],The contents table is navigation over later assigned ranges and contains no mechanics.,4,bookends-reader-e1
U000034,2,FRONT-MATTER/01-Preface.md,heading,0,12,1,2,95,96,1f0e0421551fc138addfa447af41c6299983602c35be69572067be1bb71ce588,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000035,2,FRONT-MATTER/01-Preface.md,paragraph,12,355,3,4,97,98,95f9d849298697631c9b05686bed880eb8630786e38ff6fd18b348886c124d7f,REVIEWED,1,HISTORICAL_ONLY,CLEAR,,"[""HISTORICAL_MENTION""]",[],[],The Preface recalls an unspecified computer experiment without an identity or semantic law.,4,bookends-reader-e1
U000036,2,FRONT-MATTER/01-Preface.md,paragraph,355,697,5,6,99,100,d467cce3ee9b215c36a49400c18cd8d0cd824bae67496179a5fd3a7e01dcccd3,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000037,2,FRONT-MATTER/01-Preface.md,paragraph,697,1117,7,8,101,102,ecc771bf018cd0f153804ce2b09eab21e9332481b7863f112ef5c3fa2bb3f366,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000038,2,FRONT-MATTER/01-Preface.md,paragraph,1117,1406,9,10,103,104,2d219fe54e27148f0b283b291a402eb7a0009f2392edf19cb97ff8719e90bb56,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000039,2,FRONT-MATTER/01-Preface.md,paragraph,1406,1743,11,12,105,106,7890544dde55e8d407f5bc658247feaf5b30a136f98a1c84bca28af8ead6d666,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000040,2,FRONT-MATTER/01-Preface.md,paragraph,1743,2035,13,14,107,108,f9423c59275ed708fdd58ca8f163d3dff26a87a29f9cc7dca902a8f0599b243e,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000041,2,FRONT-MATTER/01-Preface.md,paragraph,2035,2321,15,16,109,110,44ebbadba099a2913d45eb85eb6d9f0cad316ad36f8ae3f0b41c7002d1d75186,REVIEWED,1,REPRESENTATION_OR_OBSERVER,CLEAR,,"[""REPRESENTATION""]",[],[],The unit contrasts technical formalism with ordinary-language and picture exposition; it is about representation.,4,bookends-reader-e1
U000042,2,FRONT-MATTER/01-Preface.md,paragraph,2321,2737,17,18,111,112,b7e0cd3c8890dd3d2cff21eddca462e1f78ca57346a7200930ed3eeab19d5aeb,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000043,2,FRONT-MATTER/01-Preface.md,paragraph,2737,3075,19,20,113,114,bf3f983622cbec1f68c73a709013417b187772ec2320a777c9d821ded4c3dc8b,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000044,2,FRONT-MATTER/01-Preface.md,paragraph,3075,3345,21,22,115,116,3f57bc4cfd5068be4a24c71c666274384e6eba9708689ef62ca00074768eb546,REVIEWED,1,APPLICATION_OR_EMULATION,CLEAR,,"[""OBSERVER_OR_ANALYZER"",""CONTROL_OR_COMPARISON""]",[],[],"The unit says the Book's experiments can be reproduced, but names no specific system or mechanics.",4,bookends-reader-e1
U000045,2,FRONT-MATTER/01-Preface.md,paragraph,3345,3701,23,24,117,118,7c0a3c682d0202457404debb3cb652818a185cd69645d440cf659e8c526fa663,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000046,2,FRONT-MATTER/01-Preface.md,paragraph,3701,4020,25,26,119,120,d8a3d0c39be1c7e0ae4742b4afd9a3813438bdd39a204ca339b8c47fb192f072,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000047,2,FRONT-MATTER/01-Preface.md,paragraph,4020,4310,27,28,121,122,6c634fe3262841488bf99b553bfe9fad88801a0390d77259d902681c0a320fda,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000048,2,FRONT-MATTER/01-Preface.md,paragraph,4310,4777,29,30,123,124,e1f6c1579cb69dd1ff882d505f228a4c8143dc3abb3a04ae95cd6c20196a4d8b,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000049,2,FRONT-MATTER/01-Preface.md,paragraph,4777,5007,31,32,125,126,999bc5bf3013d8c7dbab35105105c11a68b7d6ecea06926755917885a01fd892,REVIEWED,1,APPLICATION_OR_EMULATION,CLEAR,,"[""APPLICATION""]",[],[],The unit forecasts conceptual and practical applications without specifying a model or formal mechanism.,4,bookends-reader-e1
U000050,2,FRONT-MATTER/01-Preface.md,paragraph,5007,5461,33,34,127,128,0989c2d57dcba3d0152a8919610a50fc8128ca66c2b680c2463f1ee3e18c454e,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000051,2,FRONT-MATTER/01-Preface.md,paragraph,5461,5874,35,36,129,130,0a81e17bd527edc704fdddd0f5e3e6938f323c9cdf9fec5bf60e0dd2e2eb1e47,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000052,2,FRONT-MATTER/01-Preface.md,paragraph,5874,5912,37,39,131,133,972b2ca6c49363208c0974a1eb740b8876c9d6d0d6b4f6f420ce783697d9b0da,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000053,2,FRONT-MATTER/01-Preface.md,paragraph,5912,6504,40,41,134,135,694e67e550849387a1bc2b1eec5ddd71d1c57a23bd7417e73eca46e63746b32b,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000054,2,FRONT-MATTER/01-Preface.md,paragraph,6504,7609,42,43,136,137,e99ebd03ab0fce1263820037a7abf0dacb3c4e0f08aa7cc31d3258d1f37f155c,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,"[""IMPLEMENTATION_DETAIL"",""HISTORICAL_MENTION""]",[],[],The unit identifies Mathematica as the author's research tool and gives no construction semantics.,4,bookends-reader-e1
U000055,2,FRONT-MATTER/01-Preface.md,paragraph,7609,8085,44,45,138,139,f828015348fe1767f9e883cfa27a6144461979ef1cb2dcd57da87e616441f1a0,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000056,2,FRONT-MATTER/01-Preface.md,paragraph,8085,8742,46,47,140,141,6d87cdf0cb27323800ec3b9ad7b85cb53395951cedc293ca9e2f7d9d2a34a2bd,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000057,2,FRONT-MATTER/01-Preface.md,paragraph,8742,9306,48,49,142,143,90bbe34a1f3adcaaf21d0c0ac47d5604945b92c7e032af18fb47c7927f1c0745,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000058,2,FRONT-MATTER/01-Preface.md,paragraph,9306,9814,50,51,144,145,5b597c272e366b7a3e9d7df51b30fc599515d6e9dd2c42e694a366e1bbf32859,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000059,2,FRONT-MATTER/01-Preface.md,paragraph,9814,12398,52,53,146,147,7cc39411959c700b2e5b765cc12ecc7b40e835e8cdb4e49c836ce9a5140c7bd7,REVIEWED,1,HISTORICAL_ONLY,CLEAR,,"[""HISTORICAL_MENTION"",""IMPLEMENTATION_DETAIL""]",[],[],"The acknowledgments mention technical work and constructions only as credits, without anchored mechanics.",4,bookends-reader-e1
U000060,2,FRONT-MATTER/01-Preface.md,paragraph,12398,13053,54,55,148,149,51e6921f6c02408dda037825cb4dea05d922632122c2001203c03b7ca943da11,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000061,2,FRONT-MATTER/01-Preface.md,paragraph,13053,13461,56,57,150,151,1656fdb4da0e5fe3942b85d0ab876fab39419e8d00e5973d3a6ec6c533ac7560,REVIEWED,1,HISTORICAL_ONLY,CLEAR,,"[""HISTORICAL_MENTION""]",[],[],"Additive cellular automata, two-dimensional cellular automata, and cellular-automaton fluids occur only as historical collaboration topics; names alone do not satisfy candidate capture.",4,bookends-reader-e1
U000062,2,FRONT-MATTER/01-Preface.md,paragraph,13461,19242,58,59,152,153,9dbefd542fc58479803b847ee47cd3814ba7b2d7b1d9907be8f0900901673530,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000063,2,FRONT-MATTER/01-Preface.md,paragraph,19242,19860,60,61,154,155,630db8c152061cf5d81e57fe34722fa11170b7929d986c41327d6bcd16aa5c55,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000064,2,FRONT-MATTER/01-Preface.md,paragraph,19860,20584,62,63,156,157,c83ab0089b4b08b670d0dadce7e7ca8327eff1f299fa9497883dd44b59b9802c,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000065,2,FRONT-MATTER/01-Preface.md,paragraph,20584,21134,64,65,158,159,9ba0cecf7b114b3996fec7f2e59a3071fbf6346ad0b51019d801afcca135655b,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000066,2,FRONT-MATTER/01-Preface.md,paragraph,21134,22588,66,67,160,161,2285bc391c5593a5dce39c7ccba2024a127c0caa4232787330308819fc796be9,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000067,2,FRONT-MATTER/01-Preface.md,paragraph,22588,23361,68,69,162,163,d8d955eb7dd61bb6891a022dc9b0edae85717a04ef1330f627e51a2002758537,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Preface unit is framing, biography, acknowledgment, or general methodology without an identity plus semantic law.",4,bookends-reader-e1
U000068,2,FRONT-MATTER/01-Preface.md,paragraph,23361,23914,70,71,164,165,53315ead6e78e57868958864e49f5b34e11b52f71f79dcbee909390e08aa3d9a,REVIEWED,1,HISTORICAL_ONLY,CLEAR,,"[""HISTORICAL_MENTION"",""IMPLEMENTATION_DETAIL""]",[],[],"The unit reports aggregate computing effort and tooling, not a formal construction.",4,bookends-reader-e1
U000069,2,FRONT-MATTER/01-Preface.md,image,23914,23944,72,73,166,167,d6b480e4a303ac049ca5c7202280a4d36fac887923111e25156751176e9077e0,REVIEWED,1,REPRESENTATION_OR_OBSERVER,AMBIGUOUS,"The uncaptioned image resembles a cellular-automaton evolution, but the source does not identify its rule, seed, or intended semantic role.","[""REPRESENTATION"",""SOURCE_DEFECT""]",[],[],"The final Preface image is an uncaptioned, pale cellular-automaton-like design; its rule, seed, and intended evidentiary role are not established.",4,bookends-reader-e1
U000070,3,CHAPTERS/01-The-Foundations-for-a-New-Kind-of-Science.md,image,0,30,1,2,168,169,f1ff61fa976878ed70eebd02bb1f2909cdd2393dfed314a80f29046d92dbc60e,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Chapter 1 unit is conceptual framing, a heading, or general methodology without both a delimited identity and native semantic anchor.",5,ch01-foundations-reader-e1
U000071,3,CHAPTERS/01-The-Foundations-for-a-New-Kind-of-Science.md,heading,30,76,3,4,170,171,53f02aac36966ab16aac525b330d42faf712a2046df911ee6263468ff6602f3f,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Chapter 1 unit is conceptual framing, a heading, or general methodology without both a delimited identity and native semantic anchor.",5,ch01-foundations-reader-e1
U000072,3,CHAPTERS/01-The-Foundations-for-a-New-Kind-of-Science.md,heading,76,107,5,6,172,173,dbf6262a13c12ed24a28a871cc5b0ffaa21a5305c527fbf120edba2719532828,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Chapter 1 unit is conceptual framing, a heading, or general methodology without both a delimited identity and native semantic anchor.",5,ch01-foundations-reader-e1
U000073,3,CHAPTERS/01-The-Foundations-for-a-New-Kind-of-Science.md,paragraph,107,476,7,8,174,175,e6852dad03d2154913296d239fbfdefe3aa12237372d145b2a2bd9e9b7c9f345,REVIEWED,1,NO_CONSTRUCTION,CLEAR,,[],[],[],"Reviewed in full; this Chapter 1 unit is conceptual framing, a heading, or general methodology without both a delimited identity and native semantic anchor.",5,ch01-foundations-reader-e1
