asset_id,link_id,physical_path,sha256,bytes,source_path,source_unit_id,assignment_path,assignment_stage,assignment_basis,reference_status,inspection_status,review_epoch,visual_role,source_status,risk_flags,original_resolution_status,transcription_status,candidate_ids,route_ids,evidence_statement,review_stage,reviewer,uncertainty
A000028,,BACK-MATTER/NOTES/_page_1015_Picture_12.jpeg,0621673420800cd30e778b04fc5bcec4876435d1b7bf67eacf1181cb68c2e5a1,14093,,,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,UNIQUE_DIRECTORY_PAGE_RANGE,UNREFERENCED_PHYSICAL,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000029,,BACK-MATTER/NOTES/_page_1015_Picture_13.jpeg,0b8b24df39e0321fda5c02cbdc898b7198bb73129fdbb57c4818a14cdb6ec0dc,13852,,,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,UNIQUE_DIRECTORY_PAGE_RANGE,UNREFERENCED_PHYSICAL,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000030,,BACK-MATTER/NOTES/_page_1015_Picture_5.jpeg,f5832a7e56e22cb5215d98f51a903374ca48f5518fa28b468a340b84a35da679,4644,,,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,UNIQUE_DIRECTORY_PAGE_RANGE,UNREFERENCED_PHYSICAL,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000031,,BACK-MATTER/NOTES/_page_1015_Picture_6.jpeg,a6064c0f9f183f3bb554f238ed29fab09330e16dc641f843d460c82eabaedde5,5393,,,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,UNIQUE_DIRECTORY_PAGE_RANGE,UNREFERENCED_PHYSICAL,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000032,,BACK-MATTER/NOTES/_page_1015_Picture_7.jpeg,ef76799b22c50a5b10411563c3fbeabc67655a6f49b348c78548cd59a96d8d54,5420,,,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,UNIQUE_DIRECTORY_PAGE_RANGE,UNREFERENCED_PHYSICAL,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000033,,BACK-MATTER/NOTES/_page_1015_Picture_8.jpeg,2bcca2ff06e135236d8f3e0f95f967bdab071bab550bca711897f41faa2dd1dc,5248,,,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,UNIQUE_DIRECTORY_PAGE_RANGE,UNREFERENCED_PHYSICAL,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000034,L001143,BACK-MATTER/NOTES/_page_1015_Shocks_Three_Step_Row.jpeg,f7342a6167c1563c1434ce4990518995ab651e7dfc691cdd78edf3ff186561cf,794218,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,U006915,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000035,L001142,BACK-MATTER/NOTES/_page_1015_Sound_Waves_Four_Step_Row.jpeg,a33b2b6d625b9b5cd54039b2393b16437bed0ddac477ae84b15192b5cc97cd2a,357345,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,U006913,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000036,L001144,BACK-MATTER/NOTES/_page_1020_Figure_8.jpeg,8a9e7360047346b88612e14e7ae99b4c623b48ce98ecffdd4d39503bab4895fb,18026,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,U006936,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000037,L001145,BACK-MATTER/NOTES/_page_1021_Mathematical_Leaf_Shapes_Five_Panel_Row.jpeg,447f03843a24a76049a14f8dbe1b386382bff463463a59be6211a25c57dbfd7d,94715,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,U006939,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000038,L001146,BACK-MATTER/NOTES/_page_1021_Parameter_Space_Connectedness_Two_Panel_Row.jpeg,d358642211be38443b01bf46e6056908365d75eaf5011b38f551774b2cee00c0,253178,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,U006944,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000039,,BACK-MATTER/NOTES/_page_1021_Picture_13.jpeg,f20a1520b0c2474db83d6d0ae7856bf46145fb5a3ff71c3a93254078016e83c7,11634,,,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,UNIQUE_DIRECTORY_PAGE_RANGE,UNREFERENCED_PHYSICAL,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000040,,BACK-MATTER/NOTES/_page_1021_Picture_14.jpeg,632564711ad62eb06441d2d8691e6ac06a8e3451c33ba5dc1e1a863bab4e9185,3603,,,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,UNIQUE_DIRECTORY_PAGE_RANGE,UNREFERENCED_PHYSICAL,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000041,,BACK-MATTER/NOTES/_page_1021_Picture_2.jpeg,c6550464f5e9d1f9d1293879697ca10e9a4dd2e3816a7a7155bbf61061909d26,1628,,,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,UNIQUE_DIRECTORY_PAGE_RANGE,UNREFERENCED_PHYSICAL,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000042,,BACK-MATTER/NOTES/_page_1021_Picture_3.jpeg,5408225de39a2d6b42134526b85ec681f14bb03d86385a465ed95194d64b00c0,2279,,,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,UNIQUE_DIRECTORY_PAGE_RANGE,UNREFERENCED_PHYSICAL,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000043,,BACK-MATTER/NOTES/_page_1021_Picture_4.jpeg,cefdadbdb2d1a02e5b6b7279c49bb5f35772058a9672cfe7a47f2a9966d2fc84,2883,,,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,UNIQUE_DIRECTORY_PAGE_RANGE,UNREFERENCED_PHYSICAL,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000044,,BACK-MATTER/NOTES/_page_1021_Picture_5.jpeg,79a3cbd1717eacbef69e47e26fbf60412f871c9f7755eedb3fc519a26c156597,2002,,,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,UNIQUE_DIRECTORY_PAGE_RANGE,UNREFERENCED_PHYSICAL,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000045,,BACK-MATTER/NOTES/_page_1021_Picture_6.jpeg,6f50591bdde0413e3fe87d003d6d023ff8c7477be4ce2d72d3a36c94c8450c71,2297,,,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,UNIQUE_DIRECTORY_PAGE_RANGE,UNREFERENCED_PHYSICAL,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000046,L001147,BACK-MATTER/NOTES/_page_1022_Phyllotaxis_Projections_Two_Panel_Row.jpeg,537381d0e5e0953a551c83ac43a157e940584d1b1cdf4718499b23db5eb04a7f,588220,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,U006951,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000047,,BACK-MATTER/NOTES/_page_1022_Picture_6.jpeg,3cb4de78b350f4863119f2f9f8ec18fb508655cde82a443699853cc75a030073,22675,,,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,UNIQUE_DIRECTORY_PAGE_RANGE,UNREFERENCED_PHYSICAL,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000048,,BACK-MATTER/NOTES/_page_1022_Picture_7.jpeg,3402724288229cf6f1e629d081f8e34337695991d8424b683e9d066af9ed3edc,26521,,,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,UNIQUE_DIRECTORY_PAGE_RANGE,UNREFERENCED_PHYSICAL,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000049,L001148,BACK-MATTER/NOTES/_page_1023_Locally_Isotropic_Growth_Four_Panel_Row.jpeg,b4b218145bba73fb8055a0b7c84f6136fb1b922e5d5c56226c6f4746963ad103,379253,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,U006953,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000050,,BACK-MATTER/NOTES/_page_1023_Picture_2.jpeg,f326433e8002ecb90d60a9faf9db9971f77762ae94645ea3401a028db76e9f51,5889,,,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,UNIQUE_DIRECTORY_PAGE_RANGE,UNREFERENCED_PHYSICAL,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000051,,BACK-MATTER/NOTES/_page_1023_Picture_3.jpeg,3f57b900b0de67ef7ff021eb6104fb859854e02a39fd973919de8aee3bdccbf1,5239,,,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,UNIQUE_DIRECTORY_PAGE_RANGE,UNREFERENCED_PHYSICAL,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000052,,BACK-MATTER/NOTES/_page_1023_Picture_4.jpeg,221b4daf3d81d4590b3e7fafe4638ddeb77d421ee28e45640879b6ae16570c76,7960,,,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,UNIQUE_DIRECTORY_PAGE_RANGE,UNREFERENCED_PHYSICAL,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000053,,BACK-MATTER/NOTES/_page_1023_Picture_5.jpeg,9b245a0d1a1043cf8fe89e1c5dac9c2cb6650dc6cd81834fd64a77410f3a8d3d,5581,,,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,UNIQUE_DIRECTORY_PAGE_RANGE,UNREFERENCED_PHYSICAL,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000054,L001149,BACK-MATTER/NOTES/_page_1024_Picture_3.jpeg,9fed10a022ed22a526ac4d199f8395a9b059bafc02a1a7b270cf4e205adbf592,22995,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,U006959,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000055,L001150,BACK-MATTER/NOTES/_page_1028_Picture_8.jpeg,c8b16255c8830c47e62703c6077e5c40d9365d0957ec3b9069bf4aaf462615f7,21761,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,U006985,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000056,,BACK-MATTER/NOTES/_page_1029_Figure_6.jpeg,21bf06a4183428b1e6122eae792a5cf6639e35e6866f7a57c2dee70351ca8270,3193,,,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,UNIQUE_DIRECTORY_PAGE_RANGE,UNREFERENCED_PHYSICAL,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000057,,BACK-MATTER/NOTES/_page_1029_Figure_7.jpeg,0b9098a7bce38f582dc2bec1bfe55a47efa24efacb3f4433500f536894b2ef63,3415,,,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,UNIQUE_DIRECTORY_PAGE_RANGE,UNREFERENCED_PHYSICAL,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000058,,BACK-MATTER/NOTES/_page_1029_Figure_8.jpeg,00588abd405bccbfe0ee0caa01c747960875ce614e72f97236969d0b76ef9ba5,3613,,,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,UNIQUE_DIRECTORY_PAGE_RANGE,UNREFERENCED_PHYSICAL,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000059,L001151,BACK-MATTER/NOTES/_page_1029_Zipf_Frequency_Three_Plot_Row.jpeg,092ad63cfc64de7c5f72d38817c6ea0b22fb10d77e141da4af17b6260cd9f4e9,83296,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,U006989,BACK-MATTER/NOTES/08-Implications-for-Everyday-Systems-Notes.md,12,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000060,L001152,BACK-MATTER/NOTES/_page_1032_Inverse_Rules_Four_Panel_Row.jpeg,b17fb98d737d71e8add545168d38717d24f342f39ceeb7f68f69502c224ee3be,205810,BACK-MATTER/NOTES/09-Fundamental-Physics-Notes.md,U007002,BACK-MATTER/NOTES/09-Fundamental-Physics-Notes.md,13,LIVE_MARKDOWN_REFERENCE,REFERENCED,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
A000061,,BACK-MATTER/NOTES/_page_1032_Picture_10.jpeg,4a40921d9eb75316d5294c8cd22cefcd8649d12ffec3d5eb4df414835fbcf4ae,4216,,,BACK-MATTER/NOTES/09-Fundamental-Physics-Notes.md,13,UNIQUE_DIRECTORY_PAGE_RANGE,UNREFERENCED_PHYSICAL,PENDING,,,,[],NOT_REVIEWED,NOT_APPLICABLE,[],[],,,,
